Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(NT)",39.6,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(NW)",40.1,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(SC)",39.7,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(SE)",39,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(SO)",39.5,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(SW)",39.3,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(WM)",39.8,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(WN)",40.3,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(WS)",39.3,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, Oban",38.8,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, Stornoway",93,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, Stranraer",38.8,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, Thurso",38.8,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, Wick",38.8,07/06/2022 10:35,
06/06/2022 10:30,05/06/2022,"Calorific Value, Campbeltown",38.8,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(EA)",39.6,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(EM)",39.9,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(NE)",40.3,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(NO)",40.1,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(NT)",39.6,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(NW)",40,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(SC)",39.6,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(SE)",39.2,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(SO)",39.6,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(SW)",39.2,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(WM)",39.8,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(WN)",40.3,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, LDZ(WS)",39.3,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, Oban",38.8,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, Stornoway",93,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, Stranraer",38.8,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, Thurso",38.8,06/06/2022 10:33,
06/06/2022 10:30,05/06/2022,"Calorific Value, Wick",38.8,06/06/2022 10:33,
05/06/2022 16:00,01/06/2022,"Calorific Value, LDZ(SW)",39.1,05/06/2022 16:04,
05/06/2022 10:30,04/06/2022,"Calorific Value, Campbeltown",38.8,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(EA)",39.6,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(EM)",39.9,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(NE)",40.3,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(NO)",40.2,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(NT)",39.6,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(NW)",39.9,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(SC)",39.6,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(SE)",39.2,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(SO)",39.5,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(SW)",39.2,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(WM)",39.8,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(WN)",40.3,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, LDZ(WS)",39.2,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, Oban",38.8,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, Stornoway",93,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, Stranraer",38.8,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, Thurso",38.8,05/06/2022 10:35,
05/06/2022 10:30,04/06/2022,"Calorific Value, Wick",38.8,05/06/2022 10:35,
04/06/2022 10:30,03/06/2022,"Calorific Value, Campbeltown",38.8,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(EA)",39.6,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(EM)",39.9,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(NE)",40.3,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(NO)",40.2,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(NT)",39.6,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(NW)",39.9,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(SC)",39.9,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(SE)",39.2,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(SO)",39.5,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(SW)",39.2,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(WM)",39.7,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(WN)",40.2,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, LDZ(WS)",39.2,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, Oban",38.8,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, Stornoway",93,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, Stranraer",38.8,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, Thurso",38.8,04/06/2022 10:34,
04/06/2022 10:30,03/06/2022,"Calorific Value, Wick",38.8,04/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, Campbeltown",38.8,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(EA)",39.6,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(EM)",39.9,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(NE)",40.3,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(NO)",40.2,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(NT)",39.7,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(NW)",40,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(SC)",39.8,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(SE)",39.1,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(SO)",39.5,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(SW)",39.1,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(WM)",39.2,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(WN)",40,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, LDZ(WS)",39.2,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, Oban",38.8,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, Stornoway",93,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, Stranraer",38.8,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, Thurso",38.8,03/06/2022 10:34,
03/06/2022 10:30,02/06/2022,"Calorific Value, Wick",38.8,03/06/2022 10:34,
02/06/2022 10:30,01/06/2022,"Calorific Value, Campbeltown",38.8,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(EA)",39.5,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(EM)",39.9,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(NE)",40.4,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(NO)",40.2,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(NT)",39.5,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(NW)",40,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(SC)",39.9,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(SE)",39.3,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(SO)",39.5,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(WM)",39.7,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(WN)",40,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, LDZ(WS)",39.2,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, Oban",38.8,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, Stornoway",93,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, Stranraer",38.8,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, Thurso",38.8,02/06/2022 10:33,
02/06/2022 10:30,01/06/2022,"Calorific Value, Wick",38.8,02/06/2022 10:33,
